notation,hierarcylevel,type,prefLabel@de,prefLabel@en,prefLabel@fr,altLabel@de,altLabel@en,altLabel@fr,definition@de,broader,related,source,creator,exactMatch,closeMatch,relatedMatch,broadMatch,narrowMatch,seeAlso
DG8FG3,3.0,Q2,Modelliermasse,,,,,,"Oberbegriff fÃ¼r leicht formbares Material, welches in der Restaurierung hauptsÃ¤chlich fÃ¼r die Einbettung von Objekten, die Herstellung von Manschetten bzw. Formen und/oder die Erstellung von dreidimensionalen Modellen verwendet wird. ",FBFFF5,,,Kristina Fischer/ LEIZA,,,,,,
CB4G84,4.0,Q2,Wachs,wax,,,,,"weich, plastisches Material aus unterschiedlichen Stoffgemischen mit niedrigem Schmelzpunkt und guter AdhÃ¤sionsfÃ¤higkeit. In der Konservierung und Restaurierung wird Wachs unter anderem fÃ¼r die ErgÃ¤nzung von Fehlstellen, als Abformmaterial bzw. als Manschette oder als Material fÃ¼r das freie Modellieren des fehlenden Teils, verwendet. DarÃ¼ber hinaus werden modifizierte Wachse als Trennschicht bzw. Absperrschicht zwischen Materialien und als Versiegelung porÃ¶ser Materialien eingesetzt. ",DG8FG3,,"Hermann KÃ¼hn, Conservation and Restoration of Works of Art and Antiquities. Volume 1 (London 1986), S. 232- 234.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 196.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003) 2nd. ed, S. 220.",Kristina Fischer/ LEIZA,,,,,,
C9AFG9,5.0,Q2,Mikrokristallines Wachs,,,,,,,CB4G84,,,Kristina Fischer/ LEIZA,,,,,,
F6344G,6.0,Q2,Cosmoloid H80,,,,,,"mikrokristallines Kohlenwasserstoffwachs, das aus verzweigt-kettigen und naphthenischen Kohlenwasserstoffen besteht und durch katalytische Entfernung von Schwefel aus Paraffinen hergestellt wird. Es hat einen Schmelzpunkt von ca. 85Â°C, ist nahezu sÃ¤urefrei und in aliphatischen und aromatischen Kohlenwasserstoffen lÃ¶slich. In der Konservierung und Restaurierung wird Cosmoloid H80 hÃ¤ufig zur OberflÃ¤chenbehandlung und als Korrosionsschutz, insbesondere fÃ¼r Eisenobjekte, eingesetzt.",C9AFG9,,https://www.kremer-pigmente.com/elements/resources/products/files/62800.pdf,Kristina Fischer/ LEIZA,,,,,,
A8245D,4.0,Q2,Ton <Restaurierungsmaterial>,,,,,,"mineralisches Naturmaterial mit hoher Formbarkeit und PlastizitÃ¤t, das in der Konservierung und Restaurierung hauptsÃ¤chlich als primÃ¤res TrÃ¤germaterial fÃ¼r die ErgÃ¤nzung stark fragmentierter Objekte (GefÃ¤Ãe)  verwendet wird. ",DG8FG3,,"Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 102/103.",Kristina Fischer/ LEIZA,,,,,,
A2B583,4.0,Q2,Plastilin,plasticine,,,,,"formbare ton- bzw. wachsÃ¤hnliche Modelliermasse aus verschiedenen FÃ¼llstoffen (Kalziumcarbonat, Kreide, Kalk, etc.) Ãlen, Wachsen und Polymeren. Sie trocknet nicht aus, bleibt dauerhaft geschmeidig und knetbar sowie wiedervervendbar. In der Konservierung und Restaurierung wird Plastilin hÃ¤ufig fÃ¼r temporÃ¤re StÃ¼tzen, Abformungen und ManschettenergÃ¤nzungen verwendet. Die enthaltenen Ãle in manchen Plastilin-Produkten kÃ¶nnen, gerade auf hellen und/oder porÃ¶sen OberflÃ¤chen, zu VerfÃ¤rbungen, Flecken und fettigen RÃ¼ckstÃ¤nden fÃ¼hren, sodass solche OberflÃ¤che bei der Verwendung von Plastilin zusÃ¤tzlich geschÃ¼tzt werden sollten.",DG8FG3,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003) 2nd. ed, S. 220.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 197/198.",Kristina Fischer/ LEIZA,,,,,,
GD5FG6,4.0,Q2,Gips (Restaurierungsmaterial),,,,,,"pulverfÃ¶rmiges Material aus Calciumsulfat, das duch Brennen des wasserhaltigen Gips-Minerals gewonnen wird. Durch Zugabe von Wasser wird aus dem fein gemahlenen Gipspulver eine formbar Modelliermasse, die an der Luft aushÃ¤rtet. Aufgrund seiner leichten Berarbeitbarkeit und der schnellen HÃ¤rtung wird Gips in der Restaurierung fÃ¼r AbgÃ¼sse/Modelle, Formbau oder die ErgÃ¤nzung von Fehlstellen verwendet.",DG8FG3,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003) 2nd. ed, S. 221.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 198.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 99/100, 130, 146.",Kristina Fischer/ LEIZA,,,,,,
CD784B,5.0,Q2,Alabaster Modellgips,,,,,,"Hochreiner, weiÃer Gips, speziell fÃ¼r die Herstellung detaillierter Modelle und Formen. Er zeichnet sich durch seine feine KÃ¶rnung, schnelle Abbindezeit und hohe HÃ¤rte bei gleichzeitig guter Bearbeitbarkeit nach AushÃ¤rtung aus. ",GD5FG6,,https://www.kremer-pigmente.com/de/shop/fuellstoffe-baustoffe/58343-alabaster-modellgips.html,Kristina Fischer/ LEIZA,,,,,,
C35AG4,5.0,Q2,Exaduro Gips,,,âº-Gips,,,,GD5FG6,,,Kristina Fischer/ LEIZA,,,,,,
A3D23D,5.0,Q2,Moltofill,,,,,,"Produktname einer gebrauchsfertige Spachtelmasse auf Gipsbasis, die fÃ¼r das FÃ¼llen von Rissen, LÃ¶chern und Unebenheiten in WÃ¤nden und Decken entwickelt wurde. Sie zeichnet sich durch ihre feine Konsistenz, leichte Verarbeitbarkeit und schnelle Trocknung aus und wird daher in der Konservierung und Restaurierung fÃ¼r kleinere Ausbesserungsarbeiten an Keramikobjekten verwendet. ",GD5FG6,,"https://msp.images.akzonobel.com/prd/dh/edewdd/documents/tm_mo_de_moltofilldasoriginal.pdf| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S.100.",Kristina Fischer/ LEIZA,,,,,,
D24653,5.0,Q2,KeramiplastÂ®,,,,,,"Produktname einer lufthÃ¤rtenden Modelliermasse auf Basis von Zellulose und mineralischen Bestandteilen, die sich durch ihre hohe FormstabilitÃ¤t, feine OberflÃ¤chenstruktur und einfache Verarbeitung auszeichnet. In der Konservierung und Restaurierung wird Keramiplast hauptsÃ¤chlich fÃ¼r das FÃ¼llen von feinen Abplatzungen und Rissen in Keramikobjekten oder fÃ¼r das Modellieren von Formteilen verwendet. ",GD5FG6,,https://www.boesner.com/keramiplast-lufttrocknende-modelliermasse-13108,Kristina Fischer/ LEIZA,,,,,,
D2G12A,3.0,Q2,Naturkautschuk,,,Latex| Gummi elasticum,,,"elastischer, polymerer Werkstoff, der hauptsÃ¤chlich aus dem Milchsaft (Latex) des Kautschukbaums (Hevea brasiliensis) gewonnen wird. Chemisch besteht er Ã¼berwiegend aus Polyisopren, einem cis-1,4-Polymer, das ihm seine charakteristische ElastizitÃ¤t und ReiÃfestigkeit verleiht. Naturkautschuk ist wasserunlÃ¶slich, dehnbar und besitzt eine hohe chemische BestÃ¤ndigkeit.",FBFFF5,,"DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut fÃ¼r Normung.",Kristina Fischer/ LEIZA,,,,,,
DFDG2A,4.0,Q2,Givul MR,,,,,,,D2G12A,,,Kristina Fischer/ LEIZA,,,,,,
C97B35,4.0,Q2,Revultex,,,,,,,D2G12A,,,Kristina Fischer/ LEIZA,,,,,,
BGGCA4,2.0,Q2,VerstÃ¤rkungsfaser,reinforcing fiber,,,,,"Oberbegriff fÃ¼r fasrige Materialien, die zur VerstÃ¤rkung anderer Materialien eingesetzt werden. Sie erhÃ¶hen deren Festigkeit, Steifigkeit und StabilitÃ¤t, indem sie die mechanischen Eigenschaften des Materials verbessern. Die VerstÃ¤rkungsfasern werden dafÃ¼r in der Regel in eine Matrix (z.B. aus Polymeren) eingebettet. ",C364G1,,,Kristina Fischer/ LEIZA,,,,,,
F61BGA,3.0,Q2,Glasfasergewebe,glass fibre fabric,,Glasfaser,,,,BGGCA4,,,Kristina Fischer/ LEIZA,,,,,,
A8272G,3.0,Q2,Japanpapier,japanese paper,,,,,,BGGCA4,,,Kristina Fischer/ LEIZA,,https://cameo.mfa.org/wiki/Japanese_paper,,,,
CD477D,3.0,Q2,Kohlefaser,carbon fibre,,Carbonfaser|Kohlenstofffaser,,,,BGGCA4,,,Kristina Fischer/ LEIZA,,,,,,
FGBB8G,3.0,Q2,Naturseide,,,,,,,BGGCA4,,,Kristina Fischer/ LEIZA,,,,,,
GF1639,3.0,Q2,GoldschlÃ¤gerhaut,goldbeater skin,,,,,,BGGCA4,,,Kristina Fischer/ LEIZA,,,,,,
BB78D2,2.0,Q2,FÃ¼llstoff,filler,,,,,"verhÃ¤ltnismÃ¤Ãig inerter fester Stoff, der einem Kunststoff oder einem Klebstoff beigemischt wird, um dessen Festigkeit, BestÃ¤ndigkeit, Verarbeitungseigenschaften oder andere Eigenschaften zu verbessern oder um die Kosten zu senken.",C364G1,,"DIN EN ISO 472/A1:2019-03, Kunststoffe - FachwÃ¶rterverzeichnis - Ãnderung 1: Weitere EintrÃ¤ge (ISO 472:2013/Amd.1:2018); Dreisprachige Fassung EN ISO 472:2013/A1:2018, Deutsches Institut fÃ¼r Normung.",Kristina Fischer/ LEIZA,,,,,,
B9D357,3.0,Q2,HohlglaskÃ¼gelchen,hollow glass balls,,Mikro-HohlglaskÃ¼gelchen,,,"mikroskopisch kleine, hohle KÃ¼gelchen aus Borosilikatglas mit geringem Gewicht und hoher StabilitÃ¤t, die als FÃ¼llstoff in Restaurierungsmaterialien eingesetzt werden. ",BB78D2,,"Reiner Geschke, Keramikrestaurierung (Berlin 2019)., S.104.",Kristina Fischer/ LEIZA,,,,,,
FC6F82,3.0,Q2,Graphit,graphite,,,,,,BB78D2,,,Kristina Fischer/ LEIZA,,,,,,
C1BBFB,3.0,Q2,Metallpulver,metal powder,,,,,,BB78D2,,,Kristina Fischer/ LEIZA,,,,,,
BFB3B9,3.0,Q2,Talkum,talcum powder,,,,,,BB78D2,,,Kristina Fischer/ LEIZA,,,,,,
DA86F8,3.0,Q2,pyrogene KieselsÃ¤ure,fumed silica,,Pyrogenes Siliziumdioxid| Aerosil| amorphe KieselsÃ¤ure,,,"sehr feines Pulver von schneeweiÃer Farbe aus synthetisch hergestelltem Siliziumdioxid. Charakteristisch sind die sehr kleinen PartikelgrÃ¶Ãen, das Ã¤uÃert geringe SchÃ¼ttvolumen und die flockige Struktur der Agglomerate. In der Konservierung und Restaurierung wird pyrogene KieselsÃ¤ure hauptsÃ¤chlich als Verdickungsmittel fÃ¼r Polymere und Silikonkautschuke verwendet. ",BB78D2,,"https://www.wacker.com/h/medias/6415-DE-Silicone.pdf| Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010)2, S. 307.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 104.",Kristina Fischer/ LEIZA,,,,,,
GGFD3F,4.0,Q2,Aerosil,,,,,,Produktname fÃ¼r verschiedene Varianten pyrogener KieselsÃ¤ure der Firma Evonik Industries (frÃ¼her Degussa). ,DA86F8,,https://history.evonik.com/de/erfindungen/aerosil,Kristina Fischer/ LEIZA,,,,,,
D38D51,4.0,Q2,HDK,,,,,,Produktname fÃ¼r verschiedene Varianten pyrogener KieselsÃ¤ure der Firma Wacker.,DA86F8,,https://www.wacker.com/cms/de-de/products/brands/hdk/hdk.html,Kristina Fischer/ LEIZA,,,,,,
A17G33,3.0,Q2,Holzmehl,,,,,,,BB78D2,,,Kristina Fischer/ LEIZA,,,,,,
G2G253,3.0,Q2,Kreide,,,,,,,BB78D2,,,Kristina Fischer/ LEIZA,,,,,,
CCCC7G,2.0,Q2,Ãl,,,,,,,C364G1,,,Kristina Fischer/ LEIZA,,,,,,
G44C1A,3.0,Q2,LeinÃ¶l,,,,,,,CCCC7G,,,Kristina Fischer/ LEIZA,,,,,,
A28B4D,3.0,Q2,Auro NaturharzÃ¶limpregniergrund Nr. 121,,,Auro Ãl| HolzÃ¶l,,,,CCCC7G,,,Kristina Fischer/ LEIZA,,,,,,
F3DB41,3.0,Q2,Auro HartÃ¶l Nr. 126,,,HolzÃ¶l,,,,CCCC7G,,,Kristina Fischer/ LEIZA,,,,,,
AFD671,2.0,Q2,Farbstoff,colourant,,farbgebendes Material,,,"Oberbegriff fÃ¼r Material, welches zur Erzeugung einer FÃ¤rbung verwendet wird.",C364G1,,,Kristina Fischer/ LEIZA,,,,,,
F64B9C,3.0,Q2,Pigment,pigment,,,,,"feiner, als Feststoff vorliegender Farbstoff, der zur EinfÃ¤rbung anderer Materialien in diesen suspendiert oder ein/aufgerieben wird.",AFD671,,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).| Charles E. Mortimer, Ulrich MÃ¼ller, Chemie. Das Basiswissen der Chemie (Stuttgart 2007)9.",Kristina Fischer/ LEIZA,,,,,,
G5733B,3.0,Q2,Dispersionsfarbe,,,,,,,AFD671,,,Kristina Fischer/ LEIZA,,,,,,
C632FD,4.0,Q2,Acrylfarbe,,,,,,,G5733B,,,Kristina Fischer/ LEIZA,,,,,,
C9GD44,4.0,Q2,Vollton-/AbtÃ¶nfarbe,,,,,,,G5733B,,,Kristina Fischer/ LEIZA,,,,,,
G5G1DC,3.0,Q2,Ãlfarbe,,,,,,,AFD671,,,Kristina Fischer/ LEIZA,,,,,,
F49579,3.0,Q2,Blattgold,,,,,,,AFD671,,,Kristina Fischer/ LEIZA,,,,,,
C1G6C8,3.0,Q2,Blattsilber,,,,,,,AFD671,,,Kristina Fischer/ LEIZA,,,,,,
DBAD15,3.0,Q2,Schlagmetall,,,,,,,AFD671,,,Kristina Fischer/ LEIZA,,,,,,
ADD53A,2.0,Q2,Strahlmittel,,,Strahlgut| Feinstrahlmittel,,,"feinkÃ¶rnige Substanz, die fÃ¼r die Methode des Feinstrahlens in einem StrahlgerÃ¤t verwendet wird. Je nach Objektzustand und dem angestrebten Ergebnis stehen hÃ¤rtere oder weichere, kugelige oder kantige Strahlmittel zur VerfÃ¼gung. Im Bereich der Restaurierung haben sich vor allem mineralische und organische Strahlmittel etabliert.",C364G1,,"Heinrich Fendel, Mechanische Bearbeitung von Korrosionsprodukten. In: Peter Heinrich (Hrsg.), Metallrestaurierung. BeitrÃ¤ge zur Analyse, Konzeption und Technologie. MÃ¼nchen 2000, S106 - 125",Kristina Fischer/ LEIZA,,,,,,
DF9GCF,3.0,Q2,Edelkorund,,,,,,"synthetisch hergestelltes Feinstrahlmittel aus nahezu reinem Aluminiumoxyd. Korund weist eine hohe HÃ¤rte und spitz bizarre Kornform auf, wodurch es in der Verwendung als Strahlmittel eine stark abrasive Wirkung zeigt. In der Restaurierung wird Korund vor allem fÃ¼r die Freilegung von metallischen Korrosionsprodukten verwendet.",ADD53A,,"Heinrich Fendel, Mechanische Bearbeitung von Korrosionsprodukten. In: Peter Heinrich (Hrsg.), Metallrestaurierung. BeitrÃ¤ge zur Analyse, Konzeption und Technologie. MÃ¼nchen 2000, S106 - 125",Kristina Fischer/ LEIZA,,,,,,
FGB66B,3.0,Q2,Glasperlen,,,,,,"feinkugeliges Feinstrahlmittel aus Natronglas. Im Vergleich zu Edelkorund zeigen Glasperlen als Strahlmittel eine weniger stark abrasive Wirkung und sind daher besonders fÃ¼r die Reinigung/Freilegung empfindlicherer OberflÃ¤chen geeignet. Durch die kugelige Form wird zudem eine ""HÃ¤mmerwirkung"" erzielt, die zur leichten Verdichtung der OberflÃ¤chen bei metallischen Objekten fÃ¼hrt.",ADD53A,,"Heinrich Fendel, Mechanische Bearbeitung von Korrosionsprodukten. In: Peter Heinrich (Hrsg.), Metallrestaurierung. BeitrÃ¤ge zur Analyse, Konzeption und Technologie. MÃ¼nchen 2000, S106 - 125",Kristina Fischer/ LEIZA,,,,,,
B71F12,3.0,Q2,Walnussschalenganulat,,,,,,"organisches Strahlmittel aus den Schalen der Walnuss. Trotz der geringen HÃ¤rte besitzen Walsnussschalen eine hohe Festigkeit, wodurch sie besonders gut fÃ¼r einen leichten und schonenden Reinigungseffekt empfindlicher Materialien geeignet sind. ",ADD53A,,"Heinrich Fendel, Mechanische Bearbeitung von Korrosionsprodukten. In: Peter Heinrich (Hrsg.), Metallrestaurierung. BeitrÃ¤ge zur Analyse, Konzeption und Technologie. MÃ¼nchen 2000, S106 - 125",Kristina Fischer/ LEIZA,,,,,,
D8C292,3.0,Q2,Kunststoffgranulat,,,,,,,ADD53A,,,Kristina Fischer/ LEIZA,,,,,,
D9G356,2.0,Q3,[StÃ¼tz- und Verpackungsmaterial],,,,,,"strukturierender Oberbegriff fÃ¼r Materialien, die in der Restaurierung hauptsÃ¤chlich fÃ¼r das Verpacken und die Lagerung sowie fÃ¼r die AbstÃ¼tzung bzw. den TrÃ¤gerbau von Objekten verwendet werden. ",C364G1,,,Kristina Fischer/ LEIZA,,,,,,
DD3858,3.0,Q2,Acrylglas,acrylic glass,,Plexiglas,,,,D9G356,,,Kristina Fischer/ LEIZA,,,,,,
CBBF13,3.0,Q2,Styrodur,,,extrudiertes Polystyrol ,,,,D9G356,,,Kristina Fischer/ LEIZA,,,,,,
CCB66C,3.0,Q2,Styropor,,,,,,,D9G356,,,Kristina Fischer/ LEIZA,,,,,,
BB8D78,3.0,Q2,Polycarbonat,,,,,,,D9G356,,,Kristina Fischer/ LEIZA,,,,,,
A7824C,4.0,Q2,Makrolon,,,,,,,BB8D78,,,Kristina Fischer/ LEIZA,,,,,,
F91427,3.0,Q2,Polyethylen-Schaum,,,,,,,D9G356,,,Kristina Fischer/ LEIZA,,,,,,
GA1687,4.0,Q2,Ethafoam,,,,,,,F91427,,,Kristina Fischer/ LEIZA,,,,,,
A93F6C,4.0,Q2,Plastazote,,,,,,,F91427,,,Kristina Fischer/ LEIZA,,,,,,
A33F4B,3.0,Q2,Seidenpapier,,,,,,,D9G356,,,Kristina Fischer/ LEIZA,,,,,,
DAG754,3.0,Q2,Kartonage,,,,,,,D9G356,,,Kristina Fischer/ LEIZA,,,,,,
F432G4,3.0,Q2,Tyvek,,,,,,,D9G356,,,Kristina Fischer/ LEIZA,,,,,,
F8ADGD,3.0,Q2,Folie,,,,,,,D9G356,,,Kristina Fischer/ LEIZA,,,,,,
F67D14,4.0,Q2,Aluminiumverbundfolie,,,,,,,F8ADGD,,,Kristina Fischer/ LEIZA,,,,,,
G2DA3A,4.0,Q2,Aluminiumfolie,,,,,,,F8ADGD,,,Kristina Fischer/ LEIZA,,,,,,
F8G977,4.0,Q2,Zinnfolie,,,,,,,F8ADGD,,,Kristina Fischer/ LEIZA,,,,,,
B6F5BG,4.0,Q2,PE-Folie,,,,,,"Folien aus thermoplastischem Polymer des Ethylens, die durch ihre chemische Inertheit gegenÃ¼ber einer Vielzahl von in der Konservierung und Restaurierung eingesetzten Materialen vielfÃ¤ltig fÃ¼r Verpackungen verwendet wird. ",F8ADGD,,,Kristina Fischer/ LEIZA,,,,,,
GDB246,3.0,Q2,Adsorbens,,,Adsorptionsmittel,,,"Material, das in der Lage ist, Stoffe (z.B. Gase, FlÃ¼ssigkeiten oder gelÃ¶ste Substanzen) an seiner OberflÃ¤che zu binden und so aus einer Mischung zu entfernen oder zu konzentrieren.",D9G356,,,Kristina Fischer/ LEIZA,,,,,,
C38B35,4.0,Q2,Trockenmittel,,,,,,,GDB246,,,Kristina Fischer/ LEIZA,,,,,,
A8B27G,5.0,Q2,Silicagel,,,,,,,C38B35,,,Kristina Fischer/ LEIZA,,,,,,
B33968,5.0,Q2,Molekularsieb,,,Molsieb,,,,C38B35,,,Kristina Fischer/ LEIZA,,,,,,
F443FD,4.0,Q2,Schadstoffabsorber,,,,,,,GDB246,,,Kristina Fischer/ LEIZA,,,,,,
C1DG79,5.0,Q2,Aktivkohlegewebe,,,Kohlevlies,,,,F443FD,,,Heidrun Hochgesand| Kristina Fischer/ LEIZA,,,,,,
BFCF37,5.0,Q2,RP Sauerstoffabsorber,,,,,,Produktname von Schadstoff- bzw. Sauerstoffabsorbern der Firma Mitsubishi Gas Chemical Europe GmbH,F443FD,,https://llfa.de/sauerstoffabsorber-rp.html,Kristina Fischer/ LEIZA,,,,,,
D4FC62,6.0,Q2,RP-K Sauerstoffabsober,,,,,,"Produktname eines Schadstoff- bzw Sauerstoffabsorbers bestehend aus Kieselgur, Polyethylen, Ca(OH)2 sowie Graphit der Firma Mitsubishi Gas Chemical Europe GmbH, speziell fÃ¼r die Konservierung von hygroskopischen Materialien entwickelt. RP-K absorbiert Luftsauerstoff, ohne Einfluss auf die relative Luftfeuchtigkeit zu nehmen. ",BFCF37,,https://llfa.de/sauerstoffabsorber-rp.html,Kristina Fischer/ LEIZA,,,,,,
BG5FG6,6.0,Q2,RP-A Sauerstoffabsober,,,,,,"Produktname eines Schadstoff- bzw Sauerstoffabsorbers bestehend aus Zeolith, Polyethylen, Ca(OH)2 sowie Aktivkohle der Firma Mitsubishi Gas Chemical Europe GmbH, speziell fÃ¼r die Konservierung von Metallen, Elektronik und archÃ¤ologische Bodenfunde entwickelt. RP-A absorbiert Luftsauerstoft und senkt dabei auch die relative Luftfeuchtigkeit. ",BFCF37,,https://llfa.de/sauerstoffabsorber-rp.html,Kristina Fischer/ LEIZA,,,,,,
C93638,1.0,Q2,Konservierungs- und Restaurierungswerkzeuge ,,,Konservierungs- und Restaurierungsequipment ,,,"Oberbegriff fÃ¼r GegenstÃ¤nde, die genutzt werden um Konservierungs- und/oder RestaurierungsmaÃnahmen durchzufÃ¼hren. Die verschiedenen Werkzeuge ermÃ¶glichen ein prÃ¤zises Arbeiten und erhÃ¶hen die Effizienz bei den unterschiedlichen Methoden und Aufgaben.",CFGDA3,,,Kristina Fischer/ LEIZA,,http://www.wikidata.org/entity/Q39546,,,,
GF9C49,2.0,Q2,technische GerÃ¤te,,,,,,"Oberbegriff fÃ¼r komplexe, technische Hilfsmittel mit elektrischen oder elektronischen Komponenten, die durch Strom betrieben werden. ",C93638,,,Kristina Fischer/ LEIZA,,,,,,"Janey Cronyn, The Elements of Archaeological Conservation (London 1990), S.65."
G487C2,3.0,Q2,FeinstrahlgerÃ¤t,,,MikrostrahlgerÃ¤t| SandstrahlgerÃ¤t,,,,GF9C49,,,Kristina Fischer/ LEIZA,,,,,,
D8G747,3.0,Q2,Mikromotor,,,,,,"prÃ¤zises Elektrowerkzeug mit austauschbaren AufsÃ¤tzen, das in der Konservierung und Restaurierung verwendet wird, um feine Arbeiten wie Schleifen, Bohren oder Polieren durchzufÃ¼hren. Es ermÃ¶glicht exakte Materialbearbeitung unter Kontrolle und ohne groÃen Kraftaufwand.",GF9C49,C4C6B6,,Kristina Fischer/ LEIZA,,,,,,
C4C6B6,3.0,Q2,SchleifkÃ¶rper,,,,,,"Werkzeug aus abrasivem Material, in unterschiedlicher Form wie Scheiben, StÃ¤ben oder BlÃ¶cken, das in der Konservierung und Restaurierung zur schonenden Bearbeitung von OberflÃ¤chen eingesetzt wird. Es dient zum GlÃ¤tten, Formen oder Entfernen von Schichten und wird auf die spezifischen Anforderungen des zu bearbeitenden Materials abgestimmt.",GF9C49,D8G747,,Kristina Fischer/ LEIZA,,,,,,
ABF57G,4.0,Q2,DiamantschleifkÃ¶rper,diamand grinding wheel,,,,,,C4C6B6,,,Kristina Fischer/ LEIZA,,,,,,
A97F31,4.0,Q2,GummischleifkÃ¶rper,rubber abrasives,,Gummipolierer,rubber polisher,,,C4C6B6,,,Kristina Fischer/ LEIZA,,,,,,
CDF423,4.0,Q2,MetallfrÃ¤ser,metal cutter,,,,,,C4C6B6,,,Kristina Fischer/ LEIZA,,,,,,
A22C84,4.0,Q2,KorundschleifkÃ¶rper,,,,,,,C4C6B6,,,Kristina Fischer/ LEIZA,,,,,,
